year;area km²;consunit
2013;0,09;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PUCURUÍ - ARARÃO
2013;1,94;PARQUE NACIONAL DOS CAMPOS AMAZÔNICOS
2013;0,59;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PIAGAÇU PURUS
2013;0,11;RESERVA EXTRATIVISTA RIO IRIRI
2013;0,19;RESERVA BIOLÓGICA DO ABUFARI
2013;0,07;RESERVA EXTRATIVISTA AUATÍ-PARANÁ
2013;4,57;FLORESTA ESTADUAL DO AMAPÁ
2013;0,30;RESERVA BIOLÓGICA NASCENTES SERRA DO CACHIMBO
2013;3,05;ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ
2013;0,16;ESTAÇÃO ECOLÓGICA DE CUNIÃ
2013;0,57;RESERVA EXTRATIVISTA ARIÓCA PRUANÃ
2013;0,65;RESERVA EXTRATIVISTA RIOZINHO DA LIBERDADE
2013;1,74;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO ARARAS
2013;0,37;PARQUE NACIONAL DO JAÚ
2013;0,65;PARQUE NACIONAL DO RIO NOVO
2013;4,29;RESERVA EXTRATIVISTA RIO OURO PRETO
2013;0,01;ÁREA DE PROTEÇÃO AMBIENTAL MEANDROS DO ARAGUAIA
2013;0,30;PARQUE ESTADUAL DE GUAJARÁ-MIRIM
2013;0,21;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO JUMA
2013;1,05;FLORESTA ESTADUAL DE IRIRI
2013;4,57;FLORESTA NACIONAL DE BOM FUTURO
2013;0,10;RESERVA EXTRATIVISTA MARACATIARA
2013;1,36;FLORESTA NACIONAL DO IQUIRI
2013;0,12;RESERVA EXTRATIVISTA RIO XINGU
2013;0,10;RESERVA EXTRATIVISTA BAIXO JURUÁ
2013;0,03;RESERVA BIOLÓGICA DO TAPIRAPÉ
2013;0,02;FLORESTA NACIONAL DE MULATA
2013;32,55;ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS
2013;0,62;RESERVA EXTRATIVISTA ITUXí
2013;0,22;FLORESTA NACIONAL DE PURUS
2013;0,07;FLORESTA NACIONAL DE URUPADI
2013;0,09;ÁREA DE PROTEÇÃO AMBIENTAL - BAIXO RIO BRANCO
2013;7,63;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO MUTUM
2013;0,07;PARQUE NACIONAL DO ACARI
2013;0,20;FLORESTA NACIONAL DE CARAJÁS
2013;10,66;RESERVA EXTRATIVISTA CHICO MENDES
2013;0,59;RESERVA EXTRATIVISTA IPAÚ-ANILZINHO
2013;0,72;PARQUE NACIONAL DA SERRA DO DIVISOR
2013;0,21;PARQUE NACIONAL DO PICO DA NEBLINA
2013;5,29;PARQUE NACIONAL DO JAMANXIM
2013;0,05;RESERVA EXTRATIVISTA DO ITAÚBA
2013;9,36;ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS
2013;2,00;FLORESTA NACIONAL DE RORAIMA
2013;0,08;ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO ARICÁ-AÇU
2013;0,28;AREA DE PROTEÇÃO AMBIENTAL TARUMA/PONTA NEGRA
2013;0,33;RESERVA EXTRATIVISTA RIO PACAÁS NOVOS
2013;0,43;FLORESTA ESTADUAL DE FARO
2013;1,61;RESERVA EXTRATIVISTA ANGELIM
2013;1,04;ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES
2013;0,62;ÁREA DE PROTEÇÃO AMBIENTAL IGARAPÉ SÃO FRANCISCO
2013;0,13;FLORESTA ESTADUAL CANUTAMA
2013;0,99;PARQUE NACIONAL DA SERRA DA CUTIA
2013;0,09;RESERVA EXTRATIVISTA MAE GRANDE DE CURUÇA
2013;0,24;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO GAVIÃO
2013;0,10;RESERVA EXTRATIVISTA ALTO TARAUACÁ
2013;0,83;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL AMANÃ
2013;0,13;RESERVA BIOLÓGICA RIO OURO PRETO
2013;1,00;FLORESTA NACIONAL DO AMANÁ
2013;0,36;FLORESTA NACIONAL DE ITAITUBA I
2013;0,08;FLORESTA ESTADUAL DO TROMBETAS
2013;0,16;RESERVA EXTRATIVISTA MÉDIO JURUÁ
2013;0,31;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURIÁ-APUAUZINHO
2013;0,07;FLORESTA NACIONAL DE CAXIUANÃ
2013;0,06;RESERVA EXTRATIVISTA MARACANÃ
2013;0,08;RESERVA EXTRATIVISTA MATA GRANDE
2013;1,00;FLORESTA NACIONAL DE TAPIRAPÉ-AQUIRI
2013;0,31;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO UATUMÃ
2013;0,89;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO TUCANO
2013;0,56;FLORESTA NACIONAL DE TEFÉ
2013;5,90;PARQUE NACIONAL DO ARAGUAIA
2013;0,53;RESERVA DE DESENVOLVIMENTO SUSTENTAVEL DO RIO MADEIRA
2013;1,33;RESERVA EXTRATIVISTA RIO PRETO-JACUNDÁ
2013;0,16;FLORESTA NACIONAL DE BALATA-TUFARI
2012;70,91;ÁREA DE PROTEÇÃO AMBIENTAL TRIUNFO DO XINGU
2012;3,90;ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO
2012;0,07;FLORESTA NACIONAL DO CREPORI
2012;0,49;PARQUE ESTADUAL SERRA DOS REIS
2012;2,46;FLORESTA NACIONAL DE SARACÁ-TAQUERA
2012;0,08;ÁREA DE PROTEÇÃO AMBIENTAL DE ALTER DO CHÃO
2012;2,15;ÁREA DE PROTEçãO AMBIENTAL DA BAIXADA MARANHENSE
2012;7,50;RESERVA EXTRATIVISTA VERDE PARA SEMPRE
2012;3,09;RESERVA EXTRATIVISTA ALTO JURUÁ
2012;0,23;ÁREA DE PROTEÇÃO AMBIENTAL DAS CABECEIRAS DO RIO CUIABÁ
2012;0,16;FLORESTA NACIONAL DO ARIPUANÃ
2012;2,08;RESERVA EXTRATIVISTA RIO CAJARI
2012;3,82;"FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO DO RIO MADEIRA ""B"""
2012;0,12;ÁREA DE PROTEÇÃO AMBIENTAL PAYTUNA
2012;1,91;RESERVA EXTRATIVISTA DO CAZUMBÁ-IRACEMA
2012;1,19;RESERVA EXTRATIVISTA RENASCER
2012;8,83;ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI
2012;0,08;RESERVA EXTRATIVISTA CATUÁ-IPIXUNA
2012;8,34;RESERVA BIOLÓGICA DO GURUPI
2012;0,23;RESERVA DE DESENVOLVIMENTO SUSTENTáVEL CAMPO DAS MANGABAS
2012;0,71;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR TARUMÃ AÇU-TARUMÃ MIRIMA
2012;0,20;RESERVA EXTRATIVISTA DO RIO JUTAÍ
2012;0,07;FLORESTA NACIONAL DE TAPAJÓS
2012;0,03;RESERVA EXTRATIVISTA DO RIO UNINI
2012;19,40;RESERVA EXTRATIVISTA JACI-PARANÁ
2012;2,88;ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA
2012;0,09;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL UACARÍ
2012;0,18;PARQUE NACIONAL DA SERRA DO PARDO
2012;0,12;RESERVA BIOLÓGICA DO JARU
2012;0,04;ÁREA DE PROTEÇÃO AMBIENTAL NHAMUNDÁ
2012;0,11;RESERVA EXTRATIVISTA ARAPIXI
2012;0,06;RESERVA DE DESENVOLVIMENTO SUSTENTAVEL PURANGA CONQUISTA
2012;0,06;RESERVA EXTRATIVISTA DO MéDIO PURúS
2012;8,07;FLORESTA NACIONAL DE ITAITUBA II
2012;0,33;RESERVA EXTRATIVISTA DO RIO GREGÓRIO
2012;0,13;FLORESTA ESTADUAL MAÚES
2012;0,13;RESERVA EXTRATIVISTA PEDRAS NEGRAS
2012;0,24;RESERVA DE DESENVOLVIMENTO SUSTENTAVEL DO RIO MADEIRA
2012;10,18;PARQUE NACIONAL MAPINGUARI
2012;0,15;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO RIO NEGRO
2012;51,02;FLORESTA NACIONAL ALTAMIRA
2012;0,43;RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT
2012;1,46;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES
2012;0,07;PARQUE NACIONAL DO JURUENA
2012;0,09;RESERVA EXTRATIVISTA ARAPIRANGA-TROMAí
2012;2,86;FLORESTA ESTADUAL DO PARU
2012;0,52;PARQUE NACIONAL DA AMAZÔNIA
2012;0,14;RESERVA EXTRATIVISTA RIO CAUTÁRIO
2012;0,13;RESERVA EXTRATIVISTA TAPAJÓS ARAPIUNS
2012;30,80;FLORESTA NACIONAL DO JAMANXIM
2012;2,59;ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO
2012;0,12;ÁREA DE PROTEÇÃO AMBIENTAL DE SÃO GERALDO DO ARAGUAIA
2012;0,49;PARQUE NACIONAL DOS CAMPOS AMAZÔNICOS
2012;0,34;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PIAGAÇU PURUS
2012;0,13;RESERVA EXTRATIVISTA RIO IRIRI
2012;0,23;RESERVA DE DESENVOLVIMENTO SUSTENTáVEL DO RIO IRATAPURU
2012;1,78;FLORESTA ESTADUAL DO AMAPÁ
2012;0,32;RESERVA BIOLÓGICA NASCENTES SERRA DO CACHIMBO
2012;1,75;ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ
2012;0,51;ESTAÇÃO ECOLÓGICA DE CUNIÃ
2012;0,52;RESERVA EXTRATIVISTA ARIÓCA PRUANÃ
2012;0,06;PARQUE ESTADUAL RIO NEGRO SETOR NORTE
2012;1,17;RESERVA EXTRATIVISTA RIOZINHO DA LIBERDADE
2012;0,63;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO ARARAS
2012;0,22;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL ALCOBAÇA
2012;1,67;RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO
2012;0,22;PARQUE NACIONAL DO JAÚ
2012;0,10;ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SANTA ISABEL
2012;0,17;PARQUE NACIONAL DO RIO NOVO
2012;0,07;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO TUPÉ
2012;1,25;RESERVA EXTRATIVISTA RIO OURO PRETO
2012;0,07;ÁREA DE PROTEÇÃO AMBIENTAL MEANDROS DO ARAGUAIA
2012;0,08;RESERVA EXTRATIVISTA MARINHA DE GURUPI-PIRIÁ
2012;0,19;PARQUE ESTADUAL DE GUAJARÁ-MIRIM
2012;0,21;FLORESTA NACIONAL DE BALATA-TUFARI
2012;1,23;FLORESTA NACIONAL DE BOM FUTURO
2012;0,68;RESERVA EXTRATIVISTA GURUPÁ-MELGAÇO
2012;0,04;ESTAÇÃO ECOLÓGICA SERRA DOS TRÊS IRMÃOS
2012;0,02;RESERVA EXTRATIVISTA MARACATIARA
2012;0,58;FLORESTA NACIONAL DO IQUIRI
2012;0,28;RESERVA EXTRATIVISTA RIO XINGU
2012;2,22;ÁREA DE RELEVANTE INTERESSE ECOLÓGICA SERINGAL NOVA ESPERANÇA
2012;0,07;FLORESTA NACIONAL DE MULATA
2012;22,31;ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS
2012;0,00;PARQUE ESTADUAL IGARAPÉS DO JURUENA
2012;3,22;RESERVA EXTRATIVISTA ITUXí
2012;0,07;FLORESTA NACIONAL DE PURUS
2012;0,10;FLORESTA NACIONAL DE URUPADI
2012;3,12;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO MUTUM
2012;1,44;FLORESTA NACIONAL DE CARAJÁS
2012;12,42;RESERVA EXTRATIVISTA CHICO MENDES
2012;1,03;ÁREA DE PROTEÇÃO AMBIENTAL  TAPURUQUARA
2012;0,78;RESERVA EXTRATIVISTA IPAÚ-ANILZINHO
2012;0,45;PARQUE NACIONAL DA SERRA DO DIVISOR
2012;0,38;PARQUE NACIONAL DO PICO DA NEBLINA
2012;1,82;PARQUE NACIONAL DO JAMANXIM
2012;5,41;ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS
2012;0,36;FLORESTA NACIONAL DE RORAIMA
2012;0,87;AREA DE PROTEÇÃO AMBIENTAL TARUMA/PONTA NEGRA
2012;0,41;FLORESTA NACIONAL DO AMAZONAS
2012;0,30;FLORESTA ESTADUAL DE FARO
2012;0,17;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO RIO VERMELHO (C)
2012;0,51;PARQUE ESTADUAL SERRA DO ARACÁ
2012;0,01;RESERVA EXTRATIVISTA ANGELIM
2012;0,35;ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES
2012;1,51;ÁREA DE PROTEÇÃO AMBIENTAL IGARAPÉ SÃO FRANCISCO
2012;0,07;FLORESTA ESTADUAL CANUTAMA
2012;0,65;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO GAVIÃO
2012;1,86;RESERVA EXTRATIVISTA ALTO TARAUACÁ
2012;0,50;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL AMANÃ
2012;0,04;RESERVA EXTRATIVISTA AQUARIQUARA
2012;2,47;FLORESTA NACIONAL DO AMANÁ
2012;0,18;FLORESTA ESTADUAL DO TROMBETAS
2012;0,39;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURIÁ-APUAUZINHO
2012;0,40;FLORESTA NACIONAL DE CAXIUANÃ
2012;0,03;RESERVA EXTRATIVISTA MARACANÃ
2012;0,34;RESERVA EXTRATIVISTA DO LAGO DO CAPANÃ GRANDE
2012;0,89;FLORESTA NACIONAL DE SANTA ROSA DO PURUS
2012;0,88;RESERVA EXTRATIVISTA MATA GRANDE
2012;0,03;FLORESTA NACIONAL DE TAPIRAPÉ-AQUIRI
2012;0,30;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO UATUMÃ
2012;0,06;FLORESTA NACIONAL DE TEFÉ
2012;5,75;PARQUE NACIONAL DO ARAGUAIA
2012;0,14;FLORESTA NACIONAL DE ITACAIUNAS
2012;2,17;FLORESTA ESTADUAL DE IRIRI
2011;3,68;PARQUE NACIONAL MAPINGUARI
2011;0,14;RESERVA EXTRATIVISTA BAIXO JURUÁ
2011;81,74;ÁREA DE PROTEÇÃO AMBIENTAL TRIUNFO DO XINGU
2011;0,62;ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO
2011;0,13;FLORESTA NACIONAL DO CREPORI
2011;0,02;PARQUE ESTADUAL SERRA DOS REIS
2011;4,09;FLORESTA NACIONAL DE SARACÁ-TAQUERA
2011;0,07;ÁREA DE PROTEÇÃO AMBIENTAL DE ALTER DO CHÃO
2011;16,85;ÁREA DE PROTEçãO AMBIENTAL DA BAIXADA MARANHENSE
2011;8,22;RESERVA EXTRATIVISTA VERDE PARA SEMPRE
2011;0,59;FLORESTA ESTADUAL DE TAPAUÁ
2011;7,92;RESERVA EXTRATIVISTA ALTO JURUÁ
2011;0,19;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CANUMÃ
2011;0,53;FLORESTA NACIONAL DO ARIPUANÃ
2011;0,66;RESERVA EXTRATIVISTA RIO CAJARI
2011;0,25;"FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO DO RIO MADEIRA ""B"""
2011;0,42;ÁREA DE PROTEÇÃO AMBIENTAL PAYTUNA
2011;2,86;RESERVA EXTRATIVISTA DO CAZUMBÁ-IRACEMA
2011;1,95;RESERVA EXTRATIVISTA RENASCER
2011;16,42;ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI
2011;0,26;FLORESTA NACIONAL DO TRAIRÃO
2011;0,14;RESERVA EXTRATIVISTA TERRA GRANDE PRACUUBA
2011;0,08;AREA DE PROTECAO AMBIENTAL XERIUINI
2011;0,22;RESERVA EXTRATIVISTA CATUÁ-IPIXUNA
2011;6,71;RESERVA BIOLÓGICA DO GURUPI
2011;0,28;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR TARUMÃ AÇU-TARUMÃ MIRIMA
2011;0,65;RESERVA EXTRATIVISTA DO RIO JUTAÍ
2011;0,39;FLORESTA NACIONAL DE TAPAJÓS
2011;0,58;RESERVA EXTRATIVISTA DO RIO UNINI
2011;0,05;RESERVA EXTRATIVISTA  DO RIO CAUTÁRIO
2011;54,25;RESERVA EXTRATIVISTA JACI-PARANÁ
2011;5,50;ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA
2011;0,07;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL UACARÍ
2011;0,26;PARQUE NACIONAL DA SERRA DO PARDO
2011;0,28;RESERVA BIOLÓGICA DO JARU
2011;0,07;ÁREA DE PROTEÇÃO AMBIENTAL NHAMUNDÁ
2011;0,25;RESERVA EXTRATIVISTA ARAPIXI
2011;0,29;PARQUE ESTADUAL SUCUNDURI
2011;0,21;RESERVA BIOLÓGICA DO RIO TROMBETAS
2011;0,17;ÁREA DE PROTEÇÃO AMBIENTAL DOS CAMPOS DE MANICORÉ
2011;0,42;RESERVA EXTRATIVISTA DO MéDIO PURúS
2011;4,37;FLORESTA NACIONAL DE ITAITUBA II
2011;0,06;PARQUE ESTADUAL DO BACANGA
2011;0,32;RESERVA EXTRATIVISTA DO RIO GREGÓRIO
2011;1,19;FLORESTA ESTADUAL MAÚES
2011;0,48;RESERVA EXTRATIVISTA PEDRAS NEGRAS
2011;2,38;PARQUE ESTADUAL SERRA RICARDO FRANCO
2011;0,07;FLORESTA NACIONAL DE ITACAIUNAS
2011;0,33;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO PERIQUITO
2011;0,26;FLORESTA NACIONAL DE PAU-ROSA
2011;0,00;RESERVA BIOLÓGICA DO UATUMÃ
2011;1,02;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO RIO NEGRO
2011;13,10;FLORESTA NACIONAL ALTAMIRA
2011;2,61;RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT
2011;3,71;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES
2011;0,79;PARQUE NACIONAL DO JURUENA
2011;0,26;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CUJUBIM
2011;0,91;FLORESTA ESTADUAL DO PARU
2011;1,13;PARQUE NACIONAL DA AMAZÔNIA
2011;0,28;RESERVA EXTRATIVISTA RIO CAUTÁRIO
2011;0,01;RESERVA EXTRATIVISTA CASTANHEIRA
2011;2,15;RESERVA EXTRATIVISTA TAPAJÓS ARAPIUNS
2011;0,12;ÁREA DE PROTEÇÃO AMBIENTAL LAGO DO AMAPÁ
2011;13,04;FLORESTA NACIONAL DO JAMANXIM
2011;2,34;ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO
2011;0,09;ÁREA DE PROTEÇÃO AMBIENTAL DE SÃO GERALDO DO ARAGUAIA
2011;0,01;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PUCURUÍ - ARARÃO
2011;1,40;PARQUE NACIONAL DOS CAMPOS AMAZÔNICOS
2011;0,18;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PIAGAÇU PURUS
2011;0,08;RESERVA BIOLÓGICA DO ABUFARI
2011;0,14;RESERVA EXTRATIVISTA AUATÍ-PARANÁ
2011;2,23;FLORESTA ESTADUAL DO AMAPÁ
2011;3,00;RESERVA BIOLÓGICA NASCENTES SERRA DO CACHIMBO
2011;3,82;ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ
2011;0,12;FLORESTA NACIONAL DE MACAUÃ
2011;0,15;ESTAÇÃO ECOLÓGICA DE CUNIÃ
2011;0,99;RESERVA EXTRATIVISTA ARIÓCA PRUANÃ
2011;0,75;RESERVA EXTRATIVISTA RIOZINHO DA LIBERDADE
2011;0,50;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO ARARAS
2011;0,01;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL ALCOBAÇA
2011;1,02;RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO
2011;0,10;PARQUE NACIONAL DO JAÚ
2011;0,09;ESTAçãO ECOLóGICA DO RIO ROOSEVELT
2011;0,78;PARQUE NACIONAL DO RIO NOVO
2011;1,37;RESERVA EXTRATIVISTA RIO OURO PRETO
2011;0,69;ÁREA DE PROTEÇÃO AMBIENTAL MEANDROS DO ARAGUAIA
2011;0,47;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO JUMA
2011;0,92;FLORESTA ESTADUAL DE IRIRI
2011;2,18;FLORESTA NACIONAL DE BOM FUTURO
2011;0,20;ÁREA DE PROTEçãO AMBIENTAL DA REGIãO DO MARACANã
2011;0,13;FLORESTA NACIONAL DE HUMAITÁ
2011;0,06;RESERVA EXTRATIVISTA GURUPÁ-MELGAÇO
2011;0,06;RESERVA EXTRATIVISTA MARACATIARA
2011;3,04;FLORESTA NACIONAL DO IQUIRI
2011;0,34;ÁREA DE RELEVANTE INTERESSE ECOLÓGICA SERINGAL NOVA ESPERANÇA
2011;0,22;FLORESTA NACIONAL DE MULATA
2011;13,50;ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS
2011;1,24;RESERVA EXTRATIVISTA ITUXí
2011;0,18;FLORESTA NACIONAL DE PURUS
2011;0,21;FLORESTA NACIONAL DE URUPADI
2011;0,53;FLORESTA NACIONAL DE BALATA-TUFARI
2011;3,63;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO MUTUM
2011;0,31;FLORESTA NACIONAL DE CARAJÁS
2011;12,02;RESERVA EXTRATIVISTA CHICO MENDES
2011;1,21;ÁREA DE PROTEÇÃO AMBIENTAL  TAPURUQUARA
2011;0,63;RESERVA EXTRATIVISTA IPAÚ-ANILZINHO
2011;5,78;PARQUE NACIONAL DA SERRA DO DIVISOR
2011;0,39;PARQUE NACIONAL DO PICO DA NEBLINA
2011;0,98;PARQUE NACIONAL DO JAMANXIM
2011;9,09;ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS
2011;0,08;ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES
2011;1,72;FLORESTA NACIONAL DE RORAIMA
2011;0,15;ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO ARICÁ-AÇU
2011;0,20;AREA DE PROTEÇÃO AMBIENTAL TARUMA/PONTA NEGRA
2011;0,06;RESERVA EXTRATIVISTA RIO PACAÁS NOVOS
2011;0,08;FLORESTA NACIONAL DO AMAZONAS
2011;0,41;FLORESTA ESTADUAL DE FARO
2011;0,08;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO RIO VERMELHO (C)
2011;0,33;PARQUE ESTADUAL SERRA DO ARACÁ
2011;1,61;ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES
2011;1,97;ÁREA DE PROTEÇÃO AMBIENTAL IGARAPÉ SÃO FRANCISCO
2011;0,15;FLORESTA ESTADUAL CANUTAMA
2011;0,07;PARQUE ESTADUAL SERRA SANTA BÁRBARA
2011;0,22;PARQUE ESTADUAL DO ARAGUAIAA
2011;2,31;RESERVA EXTRATIVISTA ALTO TARAUACÁ
2011;0,45;ESTAÇÃO ECOLÓGICA JUAMI-JAPURÁ
2011;0,40;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL AMANÃ
2011;0,00;RESERVA EXTRATIVISTA AQUARIQUARA
2011;0,19;FLORESTA NACIONAL DE JACUNDÁ
2011;1,54;FLORESTA NACIONAL DO AMANÁ
2011;0,76;PARQUE ESTADUAL TUCUMÃ
2011;0,19;FLORESTA ESTADUAL DO TROMBETAS
2011;0,11;ÁREA DE PROTEÇÃO AMBIENTAL DA REGIÃO METROLPOLITANA DE BELÉM
2011;0,10;RESERVA EXTRATIVISTA MÉDIO JURUÁ
2011;0,52;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURIÁ-APUAUZINHO
2011;0,00;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JAPIIM PENTECOSTE
2011;0,39;FLORESTA NACIONAL DE CAXIUANÃ
2011;0,03;RESERVA EXTRATIVISTA MARACANÃ
2011;0,16;RESERVA EXTRATIVISTA DO CIRIÁCO
2011;0,95;FLORESTA NACIONAL DE SANTA ROSA DO PURUS
2011;0,78;RESERVA EXTRATIVISTA MATA GRANDE
2011;0,11;PARQUE NACIONAL NASCENTES DO LAGO JARI
2011;0,53;FLORESTA NACIONAL DE TAPIRAPÉ-AQUIRI
2011;0,78;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO UATUMÃ
2011;0,24;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO TUCANO
2011;1,29;FLORESTA NACIONAL DE TEFÉ
2011;0,55;PARQUE NACIONAL DO ARAGUAIA
2011;0,65;RESERVA DE DESENVOLVIMENTO SUSTENTAVEL DO RIO MADEIRA
2011;1,45;RESERVA EXTRATIVISTA RIO PRETO-JACUNDÁ
2011;0,07;ÁREA DE PROTEÇÃO AMBIENTAL - BAIXO RIO BRANCO
2010;1,63;FLORESTA ESTADUAL DO PARU
2010;8,14;ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS
2010;159,44;ÁREA DE PROTEÇÃO AMBIENTAL TRIUNFO DO XINGU
2010;4,98;ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO
2010;0,34;FLORESTA NACIONAL DO CREPORI
2010;5,95;FLORESTA NACIONAL DE SARACÁ-TAQUERA
2010;0,06;RESERVA EXTRATIVISTA MARINHA MESTRE LUCINDO
2010;0,52;ÁREA DE PROTEÇÃO AMBIENTAL DE ALTER DO CHÃO
2010;0,06;ÁREA DE PROTEÇÃO AMBIENTAL DE ALGODOAL-MAIANDEUA
2010;8,21;ÁREA DE PROTEçãO AMBIENTAL DA BAIXADA MARANHENSE
2010;0,06;ÁREA DE PROTEÇÃO AMBIENTAL DO JUÁ
2010;13,17;RESERVA EXTRATIVISTA VERDE PARA SEMPRE
2010;0,75;FLORESTA ESTADUAL DE TAPAUÁ
2010;17,65;RESERVA EXTRATIVISTA ALTO JURUÁ
2010;0,12;ÁREA DE PROTEÇÃO AMBIENTAL DO IGARAPÉ GELADO
2010;0,16;ÁREA DE PROTEÇÃO AMBIENTAL DAS CABECEIRAS DO RIO CUIABÁ
2010;2,27;RESERVA EXTRATIVISTA RIO CAJARI
2010;0,14;"FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO DO RIO MADEIRA ""B"""
2010;0,14;RESERVA EXTRATIVISTA BAIXO RIO BRANCO JAUAPERI
2010;0,36;ÁREA DE PROTEÇÃO AMBIENTAL PAYTUNA
2010;2,28;RESERVA EXTRATIVISTA DO CAZUMBÁ-IRACEMA
2010;4,55;RESERVA EXTRATIVISTA RENASCER
2010;26,79;ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI
